no,section,size,field,value,deviation,verdict,note,confidence,needs_review
33,measurement,XS,Pocket bag width,6 1/8,,okay,,1.00,
34,measurement,S,Waistband height,1 1/4,,okay,,1.00,
35,measurement,S,Waistband elastic height,1 3/8,,okay,,1.00,
36,measurement,S,Waist relaxed at top edge,28 3/4,-1/2,deviation,,1.00,
37,measurement,S,Waist extended at top edge minimum,41,,okay,,1.00,
38,measurement,S,Low hip placement from top waist,5 5/8,,okay,,1.00,
39,measurement,S,3 point low hip,42 1/2,,okay,,1.00,
40,measurement,S,Front rise straight to top waist,10 1/4,-1/4,deviation,,0.96,
41,measurement,S,Back rise straight to top waist,15 1/2,-1/4,deviation,,1.00,
42,measurement,S,Short leg opening,28 1/2,,okay,,1.00,
43,measurement,S,Inseam short,2 1/2,-1/8,deviation,,1.00,
44,measurement,S,Outseam from top waist,11,+1/4,deviation,,1.00,
45,measurement,S,Fly J-stitch length below waist seam,4 3/4,,okay,,1.00,
46,measurement,S,Fly J-stitch width,1 1/8,,okay,,1.00,
47,measurement,S,Hem height,1/2,,okay,Spoken as M height in transcription,0.95,
48,measurement,S,Front leg depth 3 inch from center front top edge relaxed,11 1/4,-1/4,deviation,,0.98,
49,measurement,S,Back leg depth 3 inch from center back top edge relaxed,12 1/2,+1/8,deviation,,1.00,
50,measurement,S,Saddle width 2 inch up from crotch,8 1/4,-1/4,deviation,,0.98,
51,measurement,S,Button space on fly front,2,,okay,,1.00,
52,measurement,S,Button position from waist edge,1 1/4,,okay,,1.00,
53,measurement,S,On seam pocket hem height,1/4,,okay,,1.00,
54,measurement,S,Pocket position from below waist edge,1,,okay,,1.00,
55,measurement,S,Pocket opening length,5 3/4,+1/8,deviation,,1.00,
56,measurement,S,Pocket bag length,9,-1/4,deviation,Value repeated and confirmed,1.00,
57,measurement,S,Pocket bag width,6 1/2,,okay,,1.00,
58,measurement,M,Waistband height,1 1/4,,okay,Value repeated and confirmed,1.00,
59,measurement,M,Waistband elastic height,1 3/8,,okay,,1.00,
60,measurement,M,Waist relaxed at top edge,33 1/4,-1/2,deviation,,0.97,
61,measurement,M,Waist extended at top edge minimum,43,,okay,,1.00,
62,measurement,M,Low hip placement from top waist,6,,okay,,1.00,
63,measurement,M,3 point low hip,44 1/2,-1/2,deviation,,1.00,
64,measurement,M,Front rise straight to top waist,10 3/4,-1/4,deviation,,1.00,
65,measurement,M,Back rise straight to top waist,16,-1/4,deviation,,1.00,
66,measurement,M,Short leg opening,30,-1/4,deviation,,1.00,
67,measurement,M,Inseam short,2 1/2,,okay,,1.00,
68,measurement,M,Outseam from top waist,11 3/8,,okay,,1.00,
69,measurement,M,Fly J-stitch length below waist seam,5 1/4,,okay,,0.98,
70,measurement,M,Fly J-stitch width,1 1/8,,okay,,1.00,
71,measurement,M,Hem height,1/2,,okay,,1.00,
72,measurement,M,Front leg depth 3 inch from center front top edge relaxed,11 5/8,-1/8,deviation,,1.00,
73,measurement,M,Back leg depth 3 inch from center back top edge relaxed,12 7/8,-1/8,deviation,,1.00,
74,measurement,M,Saddle width 2 inch up from crotch,8 1/2,-1/8,deviation,,1.00,
75,measurement,M,Button space on fly front,2,,okay,,1.00,
76,measurement,M,Button position from waist edge,1 1/4,-1/8,deviation,,1.00,
77,measurement,M,On seam pocket hem height,1/4,,not stated,"Value repeated, but no spoken pass or deviation",1.00,
78,measurement,M,Pocket position from below waist edge,1,,okay,,1.00,
79,measurement,M,Pocket bag length,9,-1/4,deviation,,1.00,
80,measurement,M,Pocket bag width,6 1/2,,okay,,1.00,
81,comment,,Wash care,Missing,,deviation,Provide wash care,1.00,
82,comment,,Folding,Alternate,,deviation,Correct folding,1.00,
83,comment,,Side seam notch,Missing,,deviation,Add missing notch,1.00,
84,comment,,Placket pressing,Very hard,,deviation,Use light press and ensure no creases,0.87,
85,comment,,Main label seam,Red thread seam grinning,,deviation,Ensure it is not visible,1.00,
86,comment,,Bottom hem,Broken stitch,,deviation,Maintain all seams and ensure no stitch breaking,1.00,
