no,size,pom,description,spoken_as,heard,spec,measured,deviation,tol_minus,tol_plus,verdict,confidence,note
26,XS,4.27A,HEM HEIGHT,Hem height,1/2,1/2,1/2,ok,-1/8,+1/8,pass,1.00,
27,XS,*,"FRT LEG DEPTH 3"" FRM CF (TOP EDGE) RELAXED",Front leg depth 3 inch from center front top edge relaxed,10 7/8,10 7/8,10 7/8,ok,-1/8,+1/8,pass,1.00,
28,XS,*,"BK LEG DEPTH 3"" FRM CB (TOP EDGE) RELAXED",Back leg depth 3 inch from center back top edge relaxed,12 1/8,12 1/8,12,-1/8,-1/8,+1/8,pass,1.00,
29,XS,*,"SADDLE WIDTH 2"" UP FRM CROTCH - REF PT FOR NY TECH",Saddle width 2 inch up from crotch reference point,8,8,8,ok,-1/8,+1/8,pass,1.00,
30,XS,*,BUTTON SPACE ON FLY FRONT,Button space on fly front,1 3/4,1 3/4,1 3/4,ok,-1/8,+1/8,pass,1.00,
31,XS,7.04B,BUTTON POSITION FROM WAIST STITCH,Button position from waist stitch,1 1/4,1 1/4,1 1/8,-1/8,-1/8,+1/8,pass,1.00,
32,XS,6.05B,ON SEAM POCKET HEM HEIGHT,On-seam pocket hem height,1/4,1/4,1/4,ok,-1/8,+1/8,pass,1.00,
33,XS,6.54A,POCKET POSITION FROM BELOW WAIST STITCH,Pocket position from below waist stitch,1,1,1,ok,-1/8,+1/8,pass,1.00,
34,XS,6.14A GR,POCKET OPENING LENGTH,Pocket opening length,5 1/2,5 1/2,5 1/2,ok,-1/8,+1/8,pass,1.00,
35,XS,6.17A GR,POCKET BAG LENGTH,Pocket bag length,8 5/8,8 5/8,8 3/8,-1/4,-1/4,+1/4,pass,1.00,
36,XS,6.17B GR,POCKET BAG WIDTH,Pocket bag width,6 1/8,6 1/8,6 1/8,ok,-1/4,+1/4,pass,1.00,
37,S,4.05A,WAISTBAND HEIGHT,Waistband height,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,1.00,
38,S,4.05A,WAISTBAND ELASTIC HEIGHT,Waistband elastic height,1 3/8,1 3/8,1 3/8,ok,-1/8,+1/8,pass,1.00,
39,S,4.04A,WAIST RELAXED @ TOP EDGE,Waist relaxed at top edge,28 3/4,28 3/4,28 1/4,-1/2,-3/4,+3/4,pass,1.00,
40,S,4.02A,WAIST EXTENDED @ TOP EDGE MINIMUM,Waist extended at top edge minimum,41,41,41,ok,-3/4,+3/4,pass,1.00,
41,S,4.09B,LOW HIP PLACEMENT FROM TOP WAIST,Low hip placement from top waist,5 5/8,5 5/8,5 5/8,ok,0,0,unjudged,1.00,
42,S,4.10B,3 POINT LOW HIP,3 point low hip,42 1/2,42 1/2,42 1/2,ok,-3/4,+3/4,pass,1.00,
43,S,4.14A,FRONT RISE STRAIGHT TO TOP WAIST,Front rise straight to top waist,10 1/4,10 1/4,10,-1/4,-1/4,+1/4,pass,0.95,
44,S,4.15A,BACK RISE STRAIGHT TO TOP WAIST,Back rise straight to top waist,15 1/2,15 1/2,15 1/4,-1/4,-1/4,+1/4,pass,1.00,
45,S,5.08C,SHORT LEG OPENING,Short leg opening,28 1/2,28 1/2,28 1/2,ok,-3/8,+3/8,pass,1.00,
46,S,5.01A,INSEAM SHORT,Inseam short,2 1/2,2 1/2,2 3/8,-1/8,-1/4,+1/4,pass,1.00,
47,S,5.02A,OUTSEAM FROM TOP WAIST,Outseam from top waist,11,11,11 1/4,+1/4,-1/4,+1/4,pass,1.00,
48,S,7.01A GR,FLY/J-STITCH LENGTH BELOW WAIST SEAM,Fly J-stitch length below waist seam,4 3/4,4 3/4,4 3/4,ok,-1/4,+1/4,pass,1.00,
49,S,7.01B,FLY /J-STITCH WIDTH,Fly J-stitch width,1 1/8,1 1/8,1 1/8,ok,-1/8,+1/8,pass,1.00,
50,S,4.27A,HEM HEIGHT,Hem height,1/2,1/2,1/2,ok,-1/8,+1/8,pass,1.00,
51,S,*,"FRT LEG DEPTH 3"" FRM CF (TOP EDGE) RELAXED",Front leg depth 3 inch from center front top edge relaxed,11 1/4,11 1/4,11,-1/4,-1/8,+1/8,FAIL,1.00,
52,S,*,"BK LEG DEPTH 3"" FRM CB (TOP EDGE) RELAXED",Back leg depth 3 inch from center back top edge relaxed,12 1/2,12 1/2,12 5/8,+1/8,-1/8,+1/8,pass,1.00,
53,S,*,"SADDLE WIDTH 2"" UP FRM CROTCH - REF PT FOR NY TECH",Saddle width 2 inch up from crotch,8 1/4,8 1/4,8,-1/4,-1/8,+1/8,FAIL,1.00,
54,S,*,BUTTON SPACE ON FLY FRONT,Button space on fly front,2,2,2,ok,-1/8,+1/8,pass,1.00,
55,S,7.04B,BUTTON POSITION FROM WAIST STITCH,Button position from waist stitch,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,1.00,
56,S,6.05B,ON SEAM POCKET HEM HEIGHT,On-seam pocket hem height,1/4,1/4,1/4,ok,-1/8,+1/8,pass,1.00,
57,S,6.54A,POCKET POSITION FROM BELOW WAIST STITCH,Pocket position from below waist stitch,1,1,1,ok,-1/8,+1/8,pass,1.00,
58,S,6.14A GR,POCKET OPENING LENGTH,Pocket opening length,5 3/4,5 3/4,5 7/8,+1/8,-1/8,+1/8,pass,1.00,
59,S,6.17A GR,POCKET BAG LENGTH,Pocket bag length,9,9,8 3/4,-1/4,-1/4,+1/4,pass,1.00,Value repeated and confirmed.
60,S,6.17B GR,POCKET BAG WIDTH,Pocket bag width,6 1/2,6 1/2,6 1/2,ok,-1/4,+1/4,pass,1.00,
61,M,4.05A,WAISTBAND HEIGHT,Waistband height,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,1.00,Value repeated and confirmed.
62,M,4.05A,WAISTBAND ELASTIC HEIGHT,Waistband elastic height,1 3/8,1 3/8,1 3/8,ok,-1/8,+1/8,pass,1.00,
63,M,4.04A,WAIST RELAXED @ TOP EDGE,Waist relaxed at top edge,30 3/4,30 3/4,30 1/4,-1/2,-3/4,+3/4,pass,0.80,"Spoken as 'thirty-three quarter,' interpreted as 30 3/4."
64,M,4.02A,WAIST EXTENDED @ TOP EDGE MINIMUM,Waist extended at top edge minimum,43,43,43,ok,-3/4,+3/4,pass,1.00,
65,M,4.09B,LOW HIP PLACEMENT FROM TOP WAIST,Low hip placement from top waist,6,6,6,ok,0,0,unjudged,1.00,
66,M,4.10B,3 POINT LOW HIP,3 point low hip,44 1/2,44 1/2,44,-1/2,-3/4,+3/4,pass,1.00,
67,M,4.14A,FRONT RISE STRAIGHT TO TOP WAIST,Front rise straight to top waist,10 3/4,10 3/4,10 1/2,-1/4,-1/4,+1/4,pass,1.00,
68,M,4.15A,BACK RISE STRAIGHT TO TOP WAIST,Back rise straight to top waist,16,16,15 3/4,-1/4,-1/4,+1/4,pass,1.00,
69,M,5.08C,SHORT LEG OPENING,Short leg opening,30,30,29 3/4,-1/4,-3/8,+3/8,pass,1.00,
70,M,5.01A,INSEAM SHORT,Inseam short,2 1/2,2 1/2,2 1/2,ok,-1/4,+1/4,pass,1.00,
71,M,5.02A,OUTSEAM FROM TOP WAIST,Outseam from top waist,11 3/8,11 3/8,11 3/8,ok,-1/4,+1/4,pass,1.00,
72,M,7.01A GR,FLY/J-STITCH LENGTH BELOW WAIST SEAM,Fly J-stitch length below waist seam,5 1/4,5 1/4,5 1/4,ok,-1/4,+1/4,pass,1.00,
73,M,7.01B,FLY /J-STITCH WIDTH,Fly J-stitch width,1 1/8,1 1/8,1 1/8,ok,-1/8,+1/8,pass,1.00,
74,M,4.27A,HEM HEIGHT,Hem height,1/2,1/2,1/2,ok,-1/8,+1/8,pass,1.00,
75,M,*,"FRT LEG DEPTH 3"" FRM CF (TOP EDGE) RELAXED",Front leg depth 3 inch from center front top edge relaxed,11 5/8,11 5/8,11 1/2,-1/8,-1/8,+1/8,pass,1.00,
76,M,*,"BK LEG DEPTH 3"" FRM CB (TOP EDGE) RELAXED",Back leg depth 3 inch from center back top edge relaxed,12 7/8,12 7/8,12 3/4,-1/8,-1/8,+1/8,pass,1.00,
77,M,*,"SADDLE WIDTH 2"" UP FRM CROTCH - REF PT FOR NY TECH",Saddle width 2 inch up from crotch,8 1/2,8 1/2,8 3/8,-1/8,-1/8,+1/8,pass,1.00,
78,M,*,BUTTON SPACE ON FLY FRONT,Button space on fly front,2,2,2,ok,-1/8,+1/8,pass,1.00,
79,M,7.04B,BUTTON POSITION FROM WAIST STITCH,Button position from waist edge,1 1/4,1 1/4,1 1/8,-1/8,-1/8,+1/8,pass,1.00,
80,M,6.05B,ON SEAM POCKET HEM HEIGHT,On-seam pocket hem height,1/4,1/4,1/4,,-1/8,+1/8,UNCONFIRMED,1.00,"Value was repeated, but neither transcription records an okay or deviation."
81,M,6.54A,POCKET POSITION FROM BELOW WAIST STITCH,Pocket position from below waist edge,1,1,1,ok,-1/8,+1/8,pass,1.00,
82,M,6.17A GR,POCKET BAG LENGTH,Pocket bag length,9,9,8 3/4,-1/4,-1/4,+1/4,pass,1.00,
83,M,6.17B GR,POCKET BAG WIDTH,Pocket bag width,6 1/2,6 1/2,6 1/2,ok,-1/4,+1/4,pass,1.00,
