no,section,size,field,value,deviation,note,confidence,needs_review
65,measurement,M,Button space on fly front,2,,,1.00,
66,measurement,M,Button position from waist seam,1 1/4,,A following deviation was unclear.,0.80,yes
67,measurement,M,On-seam pocket hem height,1/4,,,1.00,
68,measurement,M,Pocket position below waist seam,1,,,1.00,
69,measurement,M,Pocket bag length,9,-1/4,,1.00,
70,measurement,M,Pocket bag width,6 1/2,,,1.00,
71,shrinkage,,Shell length shrinkage,1,,percent; stated as good,1.00,
72,shrinkage,,Shell width shrinkage,0,,percent; stated as good,1.00,
73,shrinkage,,Jersey length shrinkage,1 1/2,,percent,1.00,
74,shrinkage,,Jersey width shrinkage,0,,percent,1.00,
75,marker,,Mini marker,,,as needed,0.90,
76,construction,,Overall fit and balance,,,good; all other measurements within tolerance,0.95,
77,comment,,Pattern notch,,,One notch missing at side seam; add the missing notch.,0.82,yes
78,comment,,Pressing,,,Press is very hard; use light press and avoid creases.,1.00,
79,comment,,Main label,,,Red thread is visible; ensure it is not seen.,1.00,
80,comment,,Bottom hem stitching,,,Broken stitch; maintain seams and prevent stitch breaking.,1.00,
