no,section,size,field,value,deviation,verdict,note,confidence,needs_review
42,measurement,S,Back rise straight to top waist,15 1/2,-1/4,deviation,,1.00,
43,measurement,S,Short leg opening,28 1/2,,okay,,1.00,
44,measurement,S,Inseam short,2 1/2,-1/8,deviation,,1.00,
45,measurement,S,Outseam from top waist,11,+1/4,deviation,,1.00,
46,measurement,S,Fly J-stitch length below waist seam,4 3/4,,okay,,1.00,
47,measurement,S,Fly J-stitch width,1 1/8,,okay,,1.00,
48,measurement,S,Hem height,1/2,,okay,Spoken as M height in both transcriptions; interpreted as hem height from sequence,0.85,
49,measurement,S,Front leg depth 3 inch from center front top edge relaxed,11 1/4,-1/4,deviation,,1.00,
50,measurement,S,Back leg depth 3 inch from center back top edge relaxed,12 1/2,+1/8,deviation,,1.00,
51,measurement,S,Saddle width 2 inch up from crotch,8 1/4,-1/4,deviation,,1.00,
52,measurement,S,Button space on fly front,2,,okay,,1.00,
53,measurement,S,Button position from waist edge,1 1/4,,okay,,1.00,
54,measurement,S,On seam pocket hem height,1/4,,okay,,1.00,
55,measurement,S,Pocket position from below waist edge,1,,okay,,1.00,
56,measurement,S,Pocket opening length,5 3/4,+1/8,deviation,,1.00,
57,measurement,S,Pocket bag length,9,-1/4,deviation,Value was repeated before deviation,1.00,
58,measurement,S,Pocket bag width,6 1/2,,okay,,1.00,
59,measurement,M,Waistband height,1 1/4,,okay,Value repeated,1.00,
60,measurement,M,Waistband elastic height,1 3/8,,okay,,1.00,
61,measurement,M,Waist relaxed at top edge,33 1/4,-1/2,deviation,,0.90,
62,measurement,M,Waist extended at top edge minimum,43,,okay,,1.00,
63,measurement,M,Low hip placement from top waist,6,,okay,,1.00,
64,measurement,M,3 point low hip,44 1/2,-1/2,deviation,,1.00,
65,measurement,M,Front rise straight to top waist,10 3/4,-1/4,deviation,,1.00,
66,measurement,M,Back rise straight to top waist,16,-1/4,deviation,,1.00,
67,measurement,M,Short leg opening,30,-1/4,deviation,,1.00,
68,measurement,M,Inseam short,2 1/2,,okay,,1.00,
69,measurement,M,Outseam from top waist,11 3/8,,okay,,1.00,
70,measurement,M,Fly J-stitch length below waist seam,5 1/4,,okay,,0.95,
71,measurement,M,Fly J-stitch width,1 1/8,,okay,,1.00,
72,measurement,M,Hem height,1/2,,okay,,1.00,
73,measurement,M,Front leg depth 3 inch from center front top edge relaxed,11 5/8,-1/8,deviation,,1.00,
74,measurement,M,Back leg depth 3 inch from center back top edge relaxed,12 7/8,-1/8,deviation,,1.00,
75,measurement,M,Saddle width 2 inch up from crotch,8 1/2,-1/8,deviation,,1.00,
76,measurement,M,Button space on fly front,2,,okay,,1.00,
77,measurement,M,Button position from waist edge,1 1/4,-1/8,deviation,,1.00,
78,measurement,M,On seam pocket hem height,1/4,,not stated,"Value repeated, but neither transcription records an explicit pass or deviation",1.00,
79,measurement,M,Pocket position from below waist edge,1,,okay,,1.00,
80,measurement,M,Pocket bag length,9,-1/4,deviation,,1.00,
81,measurement,M,Pocket bag width,6 1/2,,okay,,1.00,
82,comment,,Over-pressing,,,not stated,Placket is very hard; use light press and ensure no creases,0.90,
83,comment,,Main label seam grinning,,,not stated,Red thread seam grinning; ensure it is not present,1.00,
84,comment,,Broken stitch at bottom hem,,,not stated,Maintain all seams and ensure there is no stitch breaking,1.00,
