no,size,pom,description,spoken_as,heard,spec,measured,deviation,tol_minus,tol_plus,verdict,confidence,note
14,S,4.27A,HEM HEIGHT,Hem height,1/2,1/2,1/2,ok,-1/8,+1/8,pass,0.84,Transcribed as “M height” in both passes; interpreted as hem height from context.
15,S,*,"FRT LEG DEPTH 3"" FRM CF (TOP EDGE) RELAXED",Front leg depth 3 inch from center front top edge relaxed,11 1/4,11 1/4,11,-1/4,-1/8,+1/8,FAIL,1.00,
16,S,*,"BK LEG DEPTH 3"" FRM CB (TOP EDGE) RELAXED",Back leg depth 3 inch from center back top edge relaxed,12 1/2,12 1/2,12 5/8,+1/8,-1/8,+1/8,pass,1.00,
17,S,*,"SADDLE WIDTH 2"" UP FRM CROTCH - REF PT FOR NY TECH",Saddle width 2 inch up from crotch,8 1/4,8 1/4,8,-1/4,-1/8,+1/8,FAIL,1.00,
18,S,*,BUTTON SPACE ON FLY FRONT,Button space on fly front,2,2,2,ok,-1/8,+1/8,pass,1.00,
19,S,7.04B,BUTTON POSITION FROM WAIST STITCH,Button position from waist stitch,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,1.00,
20,S,6.05B,ON SEAM POCKET HEM HEIGHT,On-seam pocket hem height,1/4,1/4,1/4,ok,-1/8,+1/8,pass,1.00,
21,S,6.54A,POCKET POSITION FROM BELOW WAIST STITCH,Pocket position from below waist stitch,1,1,1,ok,-1/8,+1/8,pass,1.00,
22,S,6.14A GR,POCKET OPENING LENGTH,Pocket opening length,5 3/4,5 3/4,5 7/8,+1/8,-1/8,+1/8,pass,1.00,
23,S,6.17A GR,POCKET BAG LENGTH,Pocket back length,9,9,8 3/4,-1/4,-1/4,+1/4,pass,1.00,Value was repeated and confirmed.
24,S,6.17B GR,POCKET BAG WIDTH,Pocket back width,6 1/2,6 1/2,6 1/2,ok,-1/4,+1/4,pass,1.00,
25,M,4.05A,WAISTBAND HEIGHT,Waistband height,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,1.00,Value was repeated and confirmed.
26,M,4.05A,WAISTBAND ELASTIC HEIGHT,Waistband elastic height,1 3/8,1 3/8,1 3/8,ok,-1/8,+1/8,pass,1.00,
27,M,4.04A,WAIST RELAXED @ TOP EDGE,Waist relaxed at top edge,33 1/4,30 3/4,30 1/4,-1/2,-3/4,+3/4,pass,1.00,
28,M,4.02A,WAIST EXTENDED @ TOP EDGE MINIMUM,Waist extended at top edge minimum,43,43,43,ok,-3/4,+3/4,pass,1.00,
29,M,4.09B,LOW HIP PLACEMENT FROM TOP WAIST,Low hip placement from top waist,6,6,6,ok,0,0,unjudged,1.00,
30,M,4.10B,3 POINT LOW HIP,Three point low hip,44 1/2,44 1/2,44,-1/2,-3/4,+3/4,pass,1.00,
31,M,4.14A,FRONT RISE STRAIGHT TO TOP WAIST,Front rise straight to top waist,10 3/4,10 3/4,10 1/2,-1/4,-1/4,+1/4,pass,1.00,
32,M,4.15A,BACK RISE STRAIGHT TO TOP WAIST,Back rise straight to top waist,16,16,15 3/4,-1/4,-1/4,+1/4,pass,1.00,
33,M,5.08C,SHORT LEG OPENING,Short leg opening,30,30,29 3/4,-1/4,-3/8,+3/8,pass,1.00,
34,M,5.01A,INSEAM SHORT,Inseam short,2 1/2,2 1/2,2 1/2,ok,-1/4,+1/4,pass,1.00,
35,M,5.02A,OUTSEAM FROM TOP WAIST,Outseam from top waist,11 3/8,11 3/8,11 3/8,ok,-1/4,+1/4,pass,1.00,
36,M,7.01A GR,FLY/J-STITCH LENGTH BELOW WAIST SEAM,Fly J-stitch length below waist seam,5 1/4,5 1/4,5 1/4,ok,-1/4,+1/4,pass,1.00,
37,M,7.01B,FLY /J-STITCH WIDTH,Fly J-stitch width,1 1/8,1 1/8,1 1/8,ok,-1/8,+1/8,pass,1.00,
38,M,4.27A,HEM HEIGHT,Hem height,1/2,1/2,1/2,ok,-1/8,+1/8,pass,0.95,One transcription said “Hem height”; the other rendered it as “M height.”
39,M,*,"FRT LEG DEPTH 3"" FRM CF (TOP EDGE) RELAXED",Front leg depth 3 inch from center front top edge relaxed,11 5/8,11 5/8,11 1/2,-1/8,-1/8,+1/8,pass,1.00,
40,M,*,"BK LEG DEPTH 3"" FRM CB (TOP EDGE) RELAXED",Back leg depth 3 inch from center back top edge relaxed,12 7/8,12 7/8,12 3/4,-1/8,-1/8,+1/8,pass,1.00,
41,M,*,"SADDLE WIDTH 2"" UP FRM CROTCH - REF PT FOR NY TECH",Saddle width 2 inch up from crotch,8 1/2,8 1/2,8 3/8,-1/8,-1/8,+1/8,pass,1.00,
42,M,*,BUTTON SPACE ON FLY FRONT,Button space on fly front,2,2,2,ok,-1/8,+1/8,pass,1.00,
43,M,7.04B,BUTTON POSITION FROM WAIST STITCH,Button position from waistline,1 1/4,1 1/4,1 1/8,-1/8,-1/8,+1/8,pass,1.00,
44,M,6.05B,ON SEAM POCKET HEM HEIGHT,On-seam pocket hem height,1/4,1/4,1/4,,-1/8,+1/8,UNCONFIRMED,1.00,"Value was repeated, but no spoken pass or deviation followed."
45,M,6.54A,POCKET POSITION FROM BELOW WAIST STITCH,Pocket position from below waistline,1,1,1,ok,-1/8,+1/8,pass,1.00,
46,M,6.17A GR,POCKET BAG LENGTH,Pocket bag length,9,9,8 3/4,-1/4,-1/4,+1/4,pass,1.00,
47,M,6.17B GR,POCKET BAG WIDTH,Pocket bag width,6 1/2,6 1/2,6 1/2,ok,-1/4,+1/4,pass,1.00,
