no,size,pom,description,spoken_as,heard,spec,measured,deviation,tol_minus,tol_plus,verdict,confidence,note
21,XS,6.54A,POCKET POSITION FROM BELOW WAIST STITCH,Pocket position below waist seam,1,1,1,ok,-1/8,+1/8,pass,1.00,
22,XS,6.14A GR,POCKET OPENING LENGTH,Pocket opening length,5 1/2,5 1/2,5 1/2,ok,-1/8,+1/8,pass,1.00,
23,XS,6.17A GR,POCKET BAG LENGTH,Pocket bag length,8 5/8,8 5/8,8 3/8,-1/4,-1/4,+1/4,pass,1.00,
24,XS,6.17B GR,POCKET BAG WIDTH,Pocket bag width,6 1/8,6 1/8,6 1/8,ok,-1/4,+1/4,pass,1.00,
25,S,4.05A,WAISTBAND HEIGHT,Waistband height,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,1.00,
26,S,4.05A,WAISTBAND ELASTIC HEIGHT,Waistband elastic height,1 3/8,1 3/8,1 3/8,ok,-1/8,+1/8,pass,1.00,
27,S,4.04A,WAIST RELAXED @ TOP EDGE,Waist relaxed at top,28 3/4,28 3/4,28 3/4,ok,-3/4,+3/4,pass,1.00,
28,S,4.02A,WAIST EXTENDED @ TOP EDGE MINIMUM,Waist extended at top edge minimum,41,41,41,ok,-3/4,+3/4,pass,1.00,
29,S,4.09B,LOW HIP PLACEMENT FROM TOP WAIST,Low hip placement from top,5 5/8,5 5/8,5 5/8,ok,0,0,unjudged,1.00,
30,S,4.10B,3 POINT LOW HIP,Three-point low hip,42 1/2,42 1/2,42 1/2,ok,-3/4,+3/4,pass,1.00,
31,S,4.14A,FRONT RISE STRAIGHT TO TOP WAIST,Front rise straight to top waist,10 1/4,10 1/4,10,-1/4,-1/4,+1/4,pass,0.95,
32,S,4.15A,BACK RISE STRAIGHT TO TOP WAIST,Back rise straight to top waist,15 1/2,15 1/2,15 1/4,-1/4,-1/4,+1/4,pass,1.00,
33,S,5.08C,SHORT LEG OPENING,Short leg opening,28 1/2,28 1/2,28 1/2,ok,-3/8,+3/8,pass,1.00,
34,S,5.01A,INSEAM SHORT,Inseam short,2 1/2,2 1/2,2 1/2,ok,-1/4,+1/4,pass,0.82,A following minus deviation was incomplete and unclear.
35,S,5.02A,OUTSEAM FROM TOP WAIST,Outseam from top waist,11,11,11 1/4,+1/4,-1/4,+1/4,pass,0.68,Sign inferred from the spoken follow-up.
36,S,7.01A GR,FLY/J-STITCH LENGTH BELOW WAIST SEAM,Fly J-stitch length below waist seam,4 3/4,4 3/4,4 3/4,ok,-1/4,+1/4,pass,0.95,Spoken as four 0.75.
37,S,7.01B,FLY /J-STITCH WIDTH,Fly J-stitch width,1 1/8,1 1/8,1 1/8,ok,-1/8,+1/8,pass,1.00,
38,S,4.27A,HEM HEIGHT,Hem height,1/2,1/2,1/2,ok,-1/8,+1/8,pass,1.00,
39,S,*,"FRT LEG DEPTH 3"" FRM CF (TOP EDGE) RELAXED",Front leg depth from center front top edge relaxed,11 1/4,11 1/4,11 1/2,+1/4,-1/8,+1/8,FAIL,0.65,Deviation sign was not explicitly spoken.
40,S,*,"BK LEG DEPTH 3"" FRM CB (TOP EDGE) RELAXED",Back leg depth from center back top edge relaxed,12 1/2,12 1/2,12 1/2,ok,-1/8,+1/8,pass,0.80,A following deviation was unclear.
41,S,*,"SADDLE WIDTH 2"" UP FRM CROTCH - REF PT FOR NY TECH",Seat width 2 inches up from crotch,8 1/4,8 1/4,8,-1/4,-1/8,+1/8,FAIL,0.72,Deviation wording was partially garbled.
42,S,*,BUTTON SPACE ON FLY FRONT,Button space on fly front,2,2,2,ok,-1/8,+1/8,pass,1.00,
43,S,7.04B,BUTTON POSITION FROM WAIST STITCH,Button position from waist seam,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,1.00,
44,S,6.05B,ON SEAM POCKET HEM HEIGHT,On-seam pocket hem height,1/4,1/4,1/4,ok,-1/8,+1/8,pass,1.00,
45,S,6.54A,POCKET POSITION FROM BELOW WAIST STITCH,Pocket position below waist seam,1,1,1,ok,-1/8,+1/8,pass,1.00,
46,S,6.14A GR,POCKET OPENING LENGTH,Pocket opening length,5 3/4,5 3/4,5 3/4,ok,-1/8,+1/8,pass,0.95,
47,S,6.17A GR,POCKET BAG LENGTH,Pocket bag length,9 1/4,9,9,ok,-1/4,+1/4,pass,0.62,"Initially stated as 9, then followed by 9 1/4 as a correction."
48,S,6.17B GR,POCKET BAG WIDTH,Pocket bag width,6,6 1/2,6 1/2,ok,-1/4,+1/4,pass,0.62,"Initially stated as 6 1/2, then corrected to 6."
49,M,4.05A,WAISTBAND HEIGHT,Waistband height,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,1.00,
50,M,4.05A,WAISTBAND ELASTIC HEIGHT,Waistband elastic height,1 3/8,1 3/8,1 3/8,ok,-1/8,+1/8,pass,1.00,
51,M,4.02A,WAIST EXTENDED @ TOP EDGE MINIMUM,Waist extended at top edge minimum,43,43,43,ok,-3/4,+3/4,pass,1.00,
52,M,4.09B,LOW HIP PLACEMENT FROM TOP WAIST,Low hip placement from top,6,6,6,ok,0,0,unjudged,1.00,
53,M,4.10B,3 POINT LOW HIP,Three-point low hip,44 1/2,44 1/2,44 1/2,ok,-3/4,+3/4,pass,1.00,
54,M,4.14A,FRONT RISE STRAIGHT TO TOP WAIST,Front rise straight to top waist,10 3/4,10 3/4,10 3/4,ok,-1/4,+1/4,pass,1.00,
55,M,4.15A,BACK RISE STRAIGHT TO TOP WAIST,Back rise straight to top waist,16,16,15 3/4,-1/4,-1/4,+1/4,pass,1.00,
56,M,5.08C,SHORT LEG OPENING,Short leg opening,30,30,29 3/4,-1/4,-3/8,+3/8,pass,1.00,
57,M,5.01A,INSEAM SHORT,Inseam short,2 1/2,2 1/2,2 1/2,ok,-1/4,+1/4,pass,1.00,
58,M,5.02A,OUTSEAM FROM TOP WAIST,Outseam from top waist,11 3/8,11 3/8,11 3/8,ok,-1/4,+1/4,pass,1.00,
59,M,7.01A GR,FLY/J-STITCH LENGTH BELOW WAIST SEAM,Fly J-stitch length below waist seam,5 1/4,5 1/4,5 1/4,ok,-1/4,+1/4,pass,0.95,
60,M,7.01B,FLY /J-STITCH WIDTH,Fly J-stitch width,1 1/8,1 1/8,1 1/8,ok,-1/8,+1/8,pass,1.00,
61,M,4.27A,HEM HEIGHT,Hem height,1/2,1/2,1/2,ok,-1/8,+1/8,pass,1.00,
62,M,*,"FRT LEG DEPTH 3"" FRM CF (TOP EDGE) RELAXED",Front leg depth from center front top edge relaxed,11 5/8,11 5/8,11 1/2,-1/8,-1/8,+1/8,pass,1.00,
63,M,*,"BK LEG DEPTH 3"" FRM CB (TOP EDGE) RELAXED",Back leg depth from center back top edge relaxed,12 7/8,12 7/8,12 7/8,ok,-1/8,+1/8,pass,0.80,A following one-by-eight deviation had no clear sign.
64,M,*,"SADDLE WIDTH 2"" UP FRM CROTCH - REF PT FOR NY TECH",Seat width 2 inches up from crotch,8 1/2,8 1/2,8 1/2,ok,-1/8,+1/8,pass,1.00,
65,M,*,BUTTON SPACE ON FLY FRONT,Button space on fly front,2,2,2,ok,-1/8,+1/8,pass,1.00,
66,M,7.04B,BUTTON POSITION FROM WAIST STITCH,Button position from waist seam,1 1/4,1 1/4,1 1/4,ok,-1/8,+1/8,pass,0.80,A following deviation was unclear.
67,M,6.05B,ON SEAM POCKET HEM HEIGHT,On-seam pocket hem height,1/4,1/4,1/4,ok,-1/8,+1/8,pass,1.00,
68,M,6.54A,POCKET POSITION FROM BELOW WAIST STITCH,Pocket position below waist seam,1,1,1,ok,-1/8,+1/8,pass,1.00,
69,M,6.17A GR,POCKET BAG LENGTH,Pocket bag length,9,9,8 3/4,-1/4,-1/4,+1/4,pass,1.00,
70,M,6.17B GR,POCKET BAG WIDTH,Pocket bag width,6 1/2,6 1/2,6 1/2,ok,-1/4,+1/4,pass,1.00,
