no,section,size,field,value,deviation,verdict,note,confidence,needs_review
51,measurement,S,Front leg depth 3 inch from center front top edge relaxed,11 1/4,-1/4,deviation,,0.98,
52,measurement,S,Back leg depth 3 inch from center back top edge relaxed,12 1/2,+1/8,deviation,,0.99,
53,measurement,S,Saddle width 2 inch up from crotch,8 1/4,-1/4,deviation,,0.98,
54,measurement,S,Button space on fly front,2,,okay,,0.99,
55,measurement,S,Button position from waist stitch,1 1/4,,okay,,0.99,
56,measurement,S,On-seam pocket hem height,1/4,,okay,,0.99,
57,measurement,S,Pocket position from below waist stitch,1,,okay,,0.99,
58,measurement,S,Pocket opening length,5 3/4,+1/8,deviation,,0.99,
59,measurement,S,Pocket bag length,9,-1/4,deviation,Value repeated and confirmed,0.99,
60,measurement,S,Pocket bag width,6 1/2,,okay,,0.99,
61,measurement,M,Waistband height,1 1/4,,okay,Value repeated,0.99,
62,measurement,M,Waistband elastic height,1 3/8,,okay,,0.99,
63,measurement,M,Waist relaxed at top edge,30 3/4,-1/2,deviation,,0.98,
64,measurement,M,Waist extended at top edge minimum,43,,okay,,0.99,
65,measurement,M,Low hip placement from top waist,6,,okay,,0.99,
66,measurement,M,3 point low hip,44 1/2,-1/2,deviation,,0.99,
67,measurement,M,Front rise straight to top waist,10 3/4,-1/4,deviation,,0.99,
68,measurement,M,Back rise straight to top waist,16,-1/4,deviation,,0.99,
69,measurement,M,Short leg opening,30,-1/4,deviation,,0.99,
70,measurement,M,Inseam short,2 1/2,,okay,,0.99,
71,measurement,M,Outseam from top waist,11 3/8,,okay,,0.99,
72,measurement,M,Fly J-stitch length below waist seam,5 1/4,,okay,,0.98,
73,measurement,M,Fly J-stitch width,1 1/8,,okay,,0.99,
74,measurement,M,Hem height,1/2,,okay,,0.99,
75,measurement,M,Front leg depth 3 inch from center front top edge relaxed,11 5/8,-1/8,deviation,Other transcription rendered the value as '11 by 8'; first transcription clearly said 11 5/8,0.62,yes
76,measurement,M,Back leg depth 3 inch from center back top edge relaxed,12 7/8,-1/8,deviation,,0.99,
77,measurement,M,Saddle width 2 inch up from crotch,8 1/2,-1/8,deviation,,0.99,
78,measurement,M,Button space on fly front,2,,okay,,0.99,
79,measurement,M,Button position from waist edge,1 1/4,-1/8,deviation,,0.99,
80,measurement,M,On-seam pocket hem height,1/4,,not stated,"Value repeated, but no spoken pass or deviation",0.99,
81,measurement,M,Pocket position from below waist edge,1,,okay,,0.99,
82,measurement,M,Pocket bag length,9,-1/4,deviation,,0.99,
83,measurement,M,Pocket bag width,6 1/2,,okay,,0.99,
84,comment,,Overall press,very hard,,deviation,Use light press and avoid creases,0.99,
85,comment,,Main label seam grinning,red thread visible,,deviation,Ensure it is not visible,0.99,
86,comment,,Bottom hem stitch,broken stitch,,deviation,Maintain all seams and prevent stitch breaking,0.99,
