no,section,size,field,value,deviation,verdict,note,confidence,needs_review
63,measurement,M,3 point low hip,44 1/2,,,,1.00,
64,measurement,M,Front rise straight to top waist,10 3/4,,,,1.00,
65,measurement,M,Back rise straight to top waist,16,,,,1.00,
66,measurement,M,Short leg opening,30,,,,1.00,
67,measurement,M,Inseam short,2 1/2,,,,1.00,
68,measurement,M,Outseam from top waist,11 3/8,,,,1.00,
69,measurement,M,Fly stitch length below waist seam,5 1/4,,,,0.95,
70,measurement,M,Fly stitch width,1 1/8,,,,1.00,
71,measurement,M,Hem height,1/2,,,,1.00,
72,measurement,M,Front leg depth 3 inch from center front top edge relaxed,11 5/8,-1/8,,,1.00,
73,measurement,M,Back leg depth 3 inch from center back top edge relaxed,12 7/8,-1/8,,,1.00,
74,measurement,M,Saddle width 2 inch up from crotch,8 1/2,-1/8,,,1.00,
75,measurement,M,Button space on fly front,2,,,,1.00,
76,measurement,M,Button position from waist edge,1 1/4,-1/8,,,1.00,
77,measurement,M,On-seam pocket hem height,1/4,,,,1.00,
78,measurement,M,Pocket position from below waist edge,1,,,,1.00,
79,measurement,M,Pocket bag length,9,-1/4,,,1.00,
80,measurement,M,Pocket bag width,6 1/2,,,,1.00,
81,comment,,Overall press,,,,Press is very hard; use light press and avoid creases,1.00,
82,comment,,Main label stitching,,,,Red thread seam grinning; ensure it is not present,1.00,
83,comment,,Bottom hem stitching,,,,Broken stitch; maintain all seams and prevent stitch breaking,1.00,
